query,intent,predicted_intent,is_match
can this come in ivory,color_variant,color_variant,1
any gold option for this corset,color_variant,color_variant,1
please find the burgundy version,color_variant,color_variant,1
my package seems late,chit_chat,chit_chat,1
can you check my delivery,chit_chat,chit_chat,1
i need an order update,chit_chat,chit_chat,1
Could you find a cheaper dupe for this corset and a skirt to wear with it?,composite_intent,composite_intent,1
Show me a lookalike of this corset in black and matching heels.,composite_intent,composite_intent,1
Need a similar corset top in red plus a jacket to layer with it.,composite_intent,composite_intent,1
Can you find a budget version of this corset and shoes that go with it?,composite_intent,composite_intent,1
"I'd like this corset but in ivory, and also a necklace for the outfit.",composite_intent,composite_intent,1
Please suggest a corset similar to this one in navy with pants to match.,composite_intent,composite_intent,1
A dupe for this lace corset in pink and earrings for the look.,composite_intent,composite_intent,1
Can you show me a cheaper version of this corset and a bag to pair with it?,composite_intent,composite_intent,1
Find this corset style in white and a coat that works with it.,composite_intent,composite_intent,1
Looking for a similar corset in burgundy and boots to wear with it.,composite_intent,composite_intent,1
charcoal wool two-button suit,similar_items,similar_items,1
slim notch-lapel work suit,similar_items,similar_items,1
petite pinstripe blazer set,similar_items,similar_items,1
tall-fit gray office suit,similar_items,similar_items,1
double-breasted boardroom suit,similar_items,similar_items,1
structured interview suit,similar_items,similar_items,1
clean-line suit jacket,similar_items,similar_items,1
cheaper alternative to this suit,similar_items,similar_items,1
dupe for this blazer,similar_items,similar_items,1
tailored work suit replacement,similar_items,similar_items,1
shirt to wear with this suit,graph_pairing,graph_pairing,1
tie for a charcoal suit,graph_pairing,graph_pairing,1
shoes with a navy office suit,graph_pairing,graph_pairing,1
bag to pair with this blazer,graph_pairing,graph_pairing,1
belt for slim-fit trousers,graph_pairing,graph_pairing,1
pocket square for a power suit,graph_pairing,graph_pairing,1
what shoes go with a pinstripe suit,graph_pairing,graph_pairing,1
socks for this gray suit,graph_pairing,graph_pairing,1
jewelry for a boardroom look,graph_pairing,graph_pairing,1
coat to wear over this suit,graph_pairing,graph_pairing,1
this suit in black,color_variant,color_variant,1
same suit in deep navy,color_variant,color_variant,1
do you have it in slate gray,color_variant,color_variant,1
can I get this in olive,color_variant,color_variant,1
make this charcoal,color_variant,color_variant,1
in cream please,color_variant,color_variant,1
available in burgundy,color_variant,color_variant,1
same cut in tan,color_variant,color_variant,1
show me it in midnight blue,color_variant,color_variant,1
package update,chit_chat,chit_chat,1
anyone there?,chit_chat,chit_chat,1
cheaper dupe of this navy suit,composite_intent,similar_items,0
show me this suit in black and a shirt to wear with it,composite_intent,composite_intent,1
need a lookalike of this blazer with matching shoes,composite_intent,composite_intent,1
do you have this exact suit in gray and a tie for it,composite_intent,composite_intent,1
find a budget version of this office suit and loafers to go with it,composite_intent,composite_intent,1
same suit but in camel plus a belt,composite_intent,composite_intent,1
look for a similar jacket in black and pants to pair,composite_intent,composite_intent,1
cheaper alternative to this pinstripe suit with shoes,composite_intent,composite_intent,1
duplicate of this suit in navy and accessories,composite_intent,composite_intent,1
can you find a dupe of this and a shirt to match,composite_intent,composite_intent,1
crochet bralette,similar_items,similar_items,1
fringe jacket,similar_items,similar_items,1
wide leg cargo pants,similar_items,similar_items,1
sparkle mini skirt,similar_items,similar_items,1
platform boots,similar_items,similar_items,1
sheer cover-up,similar_items,similar_items,1
metallic shorts,similar_items,similar_items,1
mesh top,similar_items,similar_items,1
oversized denim vest,similar_items,similar_items,1
what top goes with this skirt,graph_pairing,graph_pairing,1
shoes to wear with this dress,graph_pairing,graph_pairing,1
what jacket works with this outfit,graph_pairing,graph_pairing,1
earrings for this look,graph_pairing,graph_pairing,1
bag to pair with these pants,graph_pairing,graph_pairing,1
what belt should I wear with this,graph_pairing,graph_pairing,1
hat for this outfit,graph_pairing,graph_pairing,1
what should I put with this crop top,graph_pairing,graph_pairing,1
sunglasses to match this set,graph_pairing,graph_pairing,1
what necklace goes with this dress,graph_pairing,graph_pairing,1
same top in white,color_variant,color_variant,1
can I get this skirt in red,color_variant,color_variant,1
this one in blue,color_variant,color_variant,1
navy version please,color_variant,color_variant,1
show me the green color,color_variant,color_variant,1
any gold option for this,color_variant,color_variant,1
can this come in silver,color_variant,color_variant,1
need it in beige,color_variant,color_variant,1
is it raining today,chit_chat,chit_chat,1
just browsing,chit_chat,chit_chat,1
cheaper version of this jacket in black and boots to go with it,composite_intent,composite_intent,1
show me a dupe of this top in red and a hat that matches,composite_intent,composite_intent,1
need this skirt in blue plus shoes for it,composite_intent,composite_intent,1
lookalike of this bag and earrings to wear with it,composite_intent,composite_intent,1
same vibe as this romper but in silver with a belt,composite_intent,composite_intent,1
can you find a cheaper twin of this dress and a jacket for it,composite_intent,composite_intent,1
this style in green and a pair of sandals to match,composite_intent,composite_intent,1
a similar vest in white plus a necklace to wear with it,composite_intent,composite_intent,1
want this top in gold and pants to pair with it,composite_intent,composite_intent,1
dupe of this outfit in beige with sunglasses for it,composite_intent,composite_intent,1
boxy tee,similar_items,similar_items,1
clean-cut trousers,similar_items,similar_items,1
plain rib tank,similar_items,similar_items,1
sleek longline coat,similar_items,similar_items,1
basic knit polo,similar_items,similar_items,1
dupe for this tote,similar_items,similar_items,1
low-key loafers,similar_items,similar_items,1
budget swap for this blazer,similar_items,similar_items,1
pared-back midi skirt,similar_items,similar_items,1
simple leather belt,similar_items,similar_items,1
what kicks go with this slip dress,graph_pairing,graph_pairing,1
need a top for these straight-leg pants,graph_pairing,graph_pairing,1
which jacket works with this clean fit,graph_pairing,graph_pairing,1
bag recs for this monochrome set,graph_pairing,graph_pairing,1
what should i layer over this tank,graph_pairing,graph_pairing,1
jewelry for this super plain outfit,graph_pairing,graph_pairing,1
pick shoes to wear with this linen co-ord,graph_pairing,graph_pairing,1
what bottoms match this oversized button-up,graph_pairing,graph_pairing,1
need a minimal coat for this look,graph_pairing,graph_pairing,1
hat options with this neutral fit,graph_pairing,graph_pairing,1
got this in charcoal,color_variant,color_variant,1
same one in cream pls,color_variant,color_variant,1
is there a taupe version,color_variant,color_variant,1
show it in olive,color_variant,color_variant,1
need this in off-white,color_variant,color_variant,1
can i see the sand color,color_variant,color_variant,1
same piece but in mocha,color_variant,color_variant,1
lemme get the black one,color_variant,color_variant,1
do yall have it in stone,color_variant,color_variant,1
i want this in navy,color_variant,color_variant,1
today chilly or nah,chit_chat,chit_chat,1
can you track my order real quick,chit_chat,chit_chat,1
bruh my app bugging,chit_chat,chit_chat,1
beep boop oatmeal,chit_chat,chit_chat,1
yall open rn,chit_chat,chit_chat,1
find me a cheaper version of this coat that goes with wide trousers,composite_intent,composite_intent,1
show me pieces like this tee but in sage,composite_intent,composite_intent,1
got this vest in black to wear with these trousers,composite_intent,composite_intent,1
need a dupe for this bag and shoes that work with it,composite_intent,composite_intent,1
same vibe as this skirt in ivory and a top for it,composite_intent,composite_intent,1
budget alt for this knit in grey that matches these pants,composite_intent,composite_intent,1
can you find lookalikes of this blazer and a belt to style with it,composite_intent,composite_intent,1
do this loafers style in brown and what socks go with em,composite_intent,composite_intent,1
need a simpler version of this dress in navy for this jacket,composite_intent,composite_intent,1
cheaper swap for this button-up in white plus pants to rock with it,composite_intent,composite_intent,1
storm shell jacket,similar_items,similar_items,1
packable rain anorak,similar_items,similar_items,1
PVC rain boots,similar_items,similar_items,1
hooded slicker,similar_items,similar_items,1
waterproof commuter tote,similar_items,similar_items,1
slip-resistant wellies,similar_items,similar_items,1
fisherman rain hat,similar_items,similar_items,1
sealed-seam poncho,similar_items,similar_items,1
quick-dry rain cape,similar_items,similar_items,1
boots to wear with this trench,graph_pairing,graph_pairing,1
gloves for this waterproof parka,graph_pairing,graph_pairing,1
bag to carry with a rain slicker,graph_pairing,graph_pairing,1
hat that works with this poncho,graph_pairing,graph_pairing,1
scarf to pair with a wet-weather coat,graph_pairing,graph_pairing,1
what shoes go with this rain set,graph_pairing,graph_pairing,1
umbrella for this outfit,graph_pairing,graph_pairing,1
socks to wear with rain boots,graph_pairing,graph_pairing,1
